8559	1
635.39084	0.367313851
654.44981	0.508370159
763.490304	0.831745902
864.543503	0.87252351
866.611999	0.094489985
1135.705343	0.657394014
1217.828113	0.158238196
1248.798419	0.150619835
1263.796108	0.31234249
1304.861342	0.084035363
1433.914879	0.018172388
1477.96237	0.111726262
1535.004263	0.519447699
1562.021644	0.231695838
1578.998562	0.963600972
1579.016724	0.558400912
1692.108674	0.072959135
1803.151456	0.29454015
1821.147662	0.12573421
1917.206797	0.07153533
1919.228494	0.990425734
1920.231647	0.708001273
2080.292551	0.2662177
2080.298392	0.687099336
2195.312061	0.990650107
2211.3461	0.741998862
2233.368644	0.062743031
2303.387629	0.353854939
2304.390441	0.102648973
2348.393707	0.371911978
2495.499625	0.00278178
2496.509874	0.15336145
2512.520283	0.705396274
2652.619989	0.389964041
2691.579418	0.486937213
2691.59762	0.789755068
2725.675456	0.688347902
2805.650473	0.144481961
2824.673599	0.007081342
2840.699243	0.486480387
2904.692953	0.741115187
3059.857366	0.432997046
3103.894079	0.412181072
3344.054501	0.554556925
3379.002443	0.985072995
3471.123499	0.361461172
3472.127786	0.740273199
3473.129552	0.267603462
3544.148733	0.130060759
3588.147943	0.963795893
3598.079762	0.032826609
3598.141527	0.218434333
3715.274863	0.91884704
3716.255515	0.714987505
3717.276531	0.872723135
3924.374523	0.370351626
3979.429679	0.648565744
4107.489362	0.712724245
4108.509232	0.003424197
4208.556789	0.67907179
4208.565984	0.203607684
4236.549184	0.716362375
4237.549268	0.013252122
4323.571197	0.487763648
4323.593664	0.432349292
4351.585759	0.002754703
4451.634038	0.603943005
4580.701309	0.007702939
4580.728108	0.290178916
4735.835308	0.020097525
4843.87049	0.262541707
4844.862439	0.787117514
4849.902283	0.022225938
4962.010248	0.221804878
4962.013625	0.505645945
4987.991098	0.160573021
5041.999265	0.521522029
5087.957163	0.521102297
5088.010548	0.7821856
5104.007221	0.730068661
5110.107868	0.53719812
5180.119677	0.438178831
5215.060002	0.391482005
5215.072816	0.212371386
5237.163586	0.35695347
5456.268029	0.205176557
5457.279956	0.57179308
5473.267342	0.204937263
5528.310438	0.770948658
5656.407822	0.026133887
5657.414432	0.149571577
5693.440957	0.026558601
5735.466686	0.309669779
5736.458034	0.176815105
5753.483074	0.393652056
5756.488146	0.58290506
5825.482342	0.411425431
5834.476686	0.83850921
5869.508373	0.939727341
5869.546237	0.999029288
5869.55867	0.059097718
6020.602727	0.282345404
6020.615857	0.900177974
6063.60584	0.753385657
6064.628221	0.887231089
6212.754918	0.297871032
6228.779588	0.400556691
6478.843822	0.132689782
6479.835016	0.353051343
6526.870281	0.261049212
6597.921935	0.401680783
6641.885834	0.945254824
6641.912997	0.284342951
6644.916024	0.420248263
6665.826743	0.295886693
6739.945233	0.493451396
6782.103587	0.186845273
6787.298712	0.681662894
6792.408809	0.519080857
6982.124948	0.118926639
6983.111211	0.694616503
6998.092448	0.233074187
6998.099476	0.323969681
7256.25155	0.732160837
7297.282083	0.525465946
7342.295383	0.735895011
7609.224956	0.54801932
7695.526132	0.950767013
7906.723988	0.04115749
8281.306789	0.769991837
8283.986814	0.295955624
8284.765211	0.821674634
8287.014732	0.416025755
8445.072922	0.33009856
8456.077091	0.578223868
8457.080557	0.662388999
8461.125977	0.373669644
8472.038594	0.137780525
8472.100981	0.760707317
8499.731543	0.028650912
8500.123372	0.101142518
8501.073117	0.789005567
8501.097306	0.568724324
8515.896869	0.47081537
8516.099994	0.363755039
8516.835134	0.610169994
8517.07475	0.048064027
8517.10935	0.382109749
8526.030981	0.916955832
8538.462078	0.813143042
8539.769131	0.63584364
8540.095957	0.384833052
8542.09106	0.572013692
8542.949966	0.372781762
8544.1016	0.006750689
8557.381123	0.403120186
8558.119374	0.8581502
8558.898313	0.175159534
8559.135713	0.941166093
8559.156899	0.87493643
8560.058925	0.923039815
8561.858722	0.000712134
8561.886064	0.779295812
8562.089653	0.778762118
8562.113281	0.000384268
8573.110986	0.165062101
8579.115	0.955176825
8582.879553	0.602258423
8582.902317	0.138597913
8584.076389	0.232512771
8584.091183	0.767468019
8607.003747	0.446741154
